player,position,league,usual_category,n_injuries,age,median_days,worst_days,severe_rate
anton donkor,Left-Back,Ligue 1,other,3,23,13.0,16.0,0.0
anton kade,Right Midfield,Bundesliga,ligament,1,18,71.0,71.0,1.0
anton stach,Defensive Midfield,Bundesliga,illness,5,26,8.0,17.0,0.0
antonee robinson,Left-Back,Premier League,ankle_foot,6,28,13.0,89.0,0.3333333333333333
antonin bobichon,Central Midfield,Ligue 1,other,1,27,4.0,4.0,0.0
antonino gallo,Left-Back,Serie A,muscular,2,25,19.0,24.0,0.0
antonino ragusa,Left Winger,Serie A,illness,1,32,6.0,6.0,0.0
antonio barreca,Left-Back,Serie A,illness,1,26,4.0,4.0,0.0
antonio blanco,Defensive Midfield,La Liga,muscular,1,23,7.0,7.0,0.0
antonio candreva,Right Winger,Serie A,other,3,36,11.0,11.0,0.0
antonio cioffi,Left Winger,Serie A,fracture,4,19,25.0,62.0,0.5
antonio foti,Attacking Midfield,Bundesliga,illness,1,18,8.0,8.0,0.0
antonio junior vacca,Defensive Midfield,Serie A,muscular,5,32,20.0,32.0,0.4
antonio mirante,Goalkeeper,Serie A,muscular,2,38,22.0,34.0,0.5
antonio nusa,Left Winger,Bundesliga,knee,1,20,71.0,71.0,1.0
antonio perera,Defensive Midfield,La Liga,ankle_foot,1,25,12.0,12.0,0.0
antonio puertas,Right Winger,La Liga,illness,1,29,15.0,15.0,0.0
antonio raimondo,Forward,Serie A,other,1,21,27.0,27.0,0.0
antonio raíllo,Centre-Back,La Liga,ankle_foot,2,32,118.5,171.0,1.0
antonio rüdiger,Centre-Back,La Liga,muscular,4,32,17.5,55.0,0.25
antonio sanabria,Forward,Serie A,muscular,9,29,17.0,30.0,0.1111111111111111
antonio santurro,Goalkeeper,Serie A,knee,1,30,115.0,115.0,1.0
antonio sivera,Goalkeeper,La Liga,illness,1,25,6.0,6.0,0.0
antonio vergara,Attacking Midfield,Serie A,other,1,19,59.0,59.0,1.0
antonios papadopoulos,Centre-Back,Bundesliga,other,1,24,20.0,20.0,0.0
antonis aidonis,Centre-Back,Bundesliga,muscular,1,22,36.0,36.0,1.0
antony,Right Winger,Premier League,other,1,23,16.0,16.0,0.0
antonín barák,Attacking Midfield,Serie A,illness,11,29,13.0,48.0,0.18181818181818182
antoñín,Forward,La Liga,knee,1,21,8.0,8.0,0.0
anuar,Right Winger,La Liga,knee,2,30,152.5,243.0,1.0
anwar el ghazi,Right Winger,Bundesliga,other,1,29,7.0,7.0,0.0
aníbal chalá,Left-Back,Ligue 1,illness,1,25,15.0,15.0,0.0
arbër zeneli,Left Winger,Ligue 1,muscular,3,27,30.0,185.0,1.0
arda güler,Attacking Midfield,La Liga,muscular,3,19,54.0,60.0,1.0
ardian ismajli,Centre-Back,Serie A,muscular,7,29,24.0,55.0,0.42857142857142855
arianit ferati,Attacking Midfield,Ligue 1,ankle_foot,3,23,8.0,49.0,0.3333333333333333
aridane hernández,Centre-Back,La Liga,muscular,6,33,24.0,63.0,0.5
arijanet murić,Goalkeeper,Premier League,upper_body,1,26,105.0,105.0,1.0
arijon ibrahimovic,Attacking Midfield,Bundesliga,muscular,8,19,26.0,35.0,0.5
aritz elustondo,Centre-Back,La Liga,ankle_foot,6,31,30.5,60.0,0.5
arkadiusz milik,Forward,Ligue 1,muscular,13,31,36.0,208.0,0.5384615384615384
arkadiusz reca,Left-Back,Serie A,muscular,5,28,23.0,33.0,0.4
armand laurienté,Left Winger,Ligue 1,knee,5,24,31.0,32.0,0.6
armando broja,Forward,Premier League,ankle_foot,12,24,11.0,275.0,0.4166666666666667
armando izzo,Centre-Back,Serie A,muscular,8,33,15.0,69.0,0.25
armel bella-kotchap,Centre-Back,Premier League,upper_body,5,21,20.0,40.0,0.2
armindo sieb,Second Striker,Bundesliga,ligament,2,18,60.0,80.0,1.0
arnau comas,Centre-Back,La Liga,illness,2,22,48.5,89.0,0.5
arnau tenas,Goalkeeper,La Liga,ankle_foot,2,21,20.0,34.0,0.5
arnaud kalimuendo,Forward,Ligue 1,other,9,22,18.0,26.0,0.0
arnaud nordin,Right Winger,Ligue 1,muscular,4,26,31.0,49.0,0.75
arnaut danjuma,Left Winger,La Liga,muscular,3,28,15.0,145.0,0.3333333333333333
arne maier,Central Midfield,Bundesliga,other,15,25,12.0,48.0,0.06666666666666667
arnór sigurdsson,Left Winger,Serie A,illness,3,23,11.0,30.0,0.3333333333333333
arouna sangante,Centre-Back,Ligue 1,muscular,5,23,9.0,79.0,0.4
arsen zakharyan,Attacking Midfield,La Liga,other,6,22,12.5,153.0,0.3333333333333333
artem dovbyk,Forward,Serie A,muscular,8,28,7.5,75.0,0.125
arthur,Right-Back,Bundesliga,muscular,1,21,213.0,213.0,1.0
arthur atta,Central Midfield,Serie A,other,1,22,22.0,22.0,0.0
arthur cabral,Forward,Serie A,ankle_foot,2,25,4.0,5.0,0.0
arthur chaves,Centre-Back,Bundesliga,other,1,24,1.0,1.0,0.0
arthur desmas,Goalkeeper,Ligue 1,other,4,30,11.0,28.0,0.25
arthur masuaku,Left-Back,Premier League,knee,1,27,98.0,98.0,1.0
arthur melo,Defensive Midfield,Serie A,ankle_foot,9,27,11.0,146.0,0.3333333333333333
arthur theate,Centre-Back,Bundesliga,ankle_foot,3,25,19.0,35.0,0.3333333333333333
arturo vidal,Central Midfield,Serie A,illness,8,35,11.5,41.0,0.125
ashley barnes,Forward,Premier League,bruise,2,32,45.5,81.0,0.5
ashley phillips,Centre-Back,Premier League,ankle_foot,1,19,28.0,28.0,1.0
ashley westwood,Defensive Midfield,Premier League,ankle_foot,2,32,136.0,259.0,0.5
ashley young,Right-Back,Premier League,illness,2,38,30.0,46.0,0.5
asier illarramendi,Defensive Midfield,La Liga,muscular,1,32,102.0,102.0,1.0
asier villalibre,Forward,La Liga,muscular,5,24,18.0,73.0,0.2
assan ceesay,Forward,Serie A,knee,2,30,14.0,18.0,0.0
assan ouédraogo,Central Midfield,Bundesliga,knee,3,19,87.0,140.0,0.6666666666666666
assane diao,Left Winger,La Liga,ankle_foot,2,20,68.0,68.0,1.0
assane dioussé,Defensive Midfield,Ligue 1,ankle_foot,1,23,7.0,7.0,0.0
aster vranckx,Central Midfield,Bundesliga,muscular,7,23,15.0,80.0,0.2857142857142857
atakan karazor,Defensive Midfield,Bundesliga,other,9,29,8.0,18.0,0.0
augustine boakye,Right Winger,Ligue 1,other,3,24,36.0,96.0,0.6666666666666666
augusto fernández,Central Midfield,La Liga,muscular,1,35,22.0,22.0,0.0
augusto solari,Right Midfield,La Liga,muscular,5,31,26.0,46.0,0.4
aurèle amenda,Centre-Back,Bundesliga,ligament,2,22,37.0,70.0,0.5
aurélien nguiamba,Defensive Midfield,Serie A,other,2,23,35.5,49.0,0.5
aurélien tchouaméni,Defensive Midfield,La Liga,ankle_foot,9,25,15.0,48.0,0.1111111111111111
aurélio buta,Right-Back,Bundesliga,other,1,27,14.0,14.0,0.0
axel disasi,Centre-Back,Ligue 1,illness,2,26,13.0,14.0,0.0
axel guéguin,Right Winger,Ligue 1,bruise,2,20,181.0,234.0,1.0
axel tuanzebe,Centre-Back,Premier League,other,7,27,40.0,124.0,0.7142857142857143
axel witsel,Defensive Midfield,Bundesliga,ankle_foot,3,35,13.0,155.0,0.3333333333333333
ayden heaven,Centre-Back,Premier League,ankle_foot,2,19,62.0,62.0,1.0
ayman azhil,Defensive Midfield,Bundesliga,muscular,1,24,28.0,28.0,1.0
ayman kari,Central Midfield,Ligue 1,ankle_foot,2,19,35.0,51.0,0.5
aymen barkok,Attacking Midfield,Bundesliga,illness,7,26,12.0,23.0,0.0
aymeric laporte,Centre-Back,Premier League,bruise,5,29,22.0,96.0,0.2
ayoze pérez,Forward,La Liga,muscular,9,32,23.0,44.0,0.3333333333333333
azor matusiwa,Defensive Midfield,Ligue 1,muscular,5,27,18.0,43.0,0.4
azzedine ounahi,Central Midfield,Ligue 1,ankle_foot,2,23,82.0,82.0,1.0
aïmen moueffek,Central Midfield,Ligue 1,illness,6,24,22.5,40.0,0.3333333333333333
aïssa mandi,Centre-Back,La Liga,illness,2,32,21.5,27.0,0.0
badredine bouanani,Right Winger,Ligue 1,ankle_foot,2,19,30.0,30.0,1.0
bafodé diakité,Centre-Back,Ligue 1,other,2,23,45.5,62.0,1.0
bakary sako,Left Winger,Ligue 1,illness,1,34,6.0,6.0,0.0
balthazar pierret,Defensive Midfield,Serie A,illness,3,25,15.0,39.0,0.3333333333333333
bamba dieng,Forward,Ligue 1,muscular,10,25,22.5,92.0,0.4
bambasé conté,Attacking Midfield,Bundesliga,bruise,4,20,22.5,54.0,0.5
bamo meïté,Centre-Back,Ligue 1,other,5,23,31.0,49.0,0.6
baptiste santamaria,Defensive Midfield,Ligue 1,other,3,28,11.0,123.0,0.3333333333333333
barry douglas,Left-Back,Premier League,illness,1,31,19.0,19.0,0.0
bartlomiej dragowski,Goalkeeper,Serie A,other,4,25,45.0,56.0,0.75
bartol franjic,Left-Back,Bundesliga,muscular,5,24,47.0,80.0,0.6
bartosz bereszyński,Right-Back,Serie A,muscular,7,31,14.0,33.0,0.14285714285714285
bartosz bialek,Forward,Bundesliga,knee,3,23,230.0,276.0,1.0
barış ekincier,Left Winger,Ligue 1,knee,1,23,57.0,57.0,1.0
bas dost,Forward,Bundesliga,muscular,1,32,17.0,17.0,0.0
bassirou n'diaye,Forward,Ligue 1,knee,1,22,281.0,281.0,1.0
bastian oczipka,Left-Back,Bundesliga,muscular,1,32,12.0,12.0,0.0
bastien meupiyou,Centre-Back,Ligue 1,knee,1,18,397.0,397.0,1.0
bastos,Centre-Back,Serie A,muscular,1,30,43.0,43.0,1.0
becir omeragic,Centre-Back,Ligue 1,ankle_foot,5,23,16.0,57.0,0.2
ben chilwell,Left-Back,Premier League,other,13,28,13.0,179.0,0.38461538461538464
ben davies,Centre-Back,Premier League,muscular,11,32,19.0,90.0,0.45454545454545453
ben gannon-doak,Right Winger,Premier League,head,2,18,108.5,197.0,0.5
ben godfrey,Centre-Back,Premier League,muscular,5,27,20.0,92.0,0.4
ben knight,Right Winger,Premier League,knee,1,20,59.0,59.0,1.0
ben lhassine kone,Central Midfield,Serie A,knee,1,22,40.0,40.0,1.0
ben mee,Centre-Back,Premier League,muscular,6,36,73.5,126.0,0.5
ben old,Left Winger,Ligue 1,knee,2,23,86.5,159.0,0.5
ben osborn,Central Midfield,Premier League,bruise,1,26,25.0,25.0,0.0
ben voll,Goalkeeper,Bundesliga,head,1,24,66.0,66.0,1.0
ben white,Right-Back,Premier League,knee,5,28,15.0,92.0,0.2
ben woodburn,Attacking Midfield,Premier League,other,1,22,10.0,10.0,0.0
benito raman,Forward,Bundesliga,ankle_foot,3,26,8.0,28.0,0.3333333333333333
benito ramírez,Left Winger,La Liga,muscular,1,28,31.0,31.0,1.0
benjamin boakye,Left Winger,Bundesliga,muscular,2,20,7.5,11.0,0.0
benjamin bouchouari,Central Midfield,Ligue 1,fracture,2,23,71.5,124.0,0.5
benjamin bourigeaud,Central Midfield,Ligue 1,ankle_foot,1,30,16.0,16.0,0.0
benjamin goller,Right Winger,Bundesliga,ankle_foot,2,24,12.0,15.0,0.0
benjamin henrichs,Right-Back,Bundesliga,illness,7,28,14.0,68.0,0.14285714285714285
benjamin hübner,Centre-Back,Bundesliga,back,6,33,83.5,334.0,0.6666666666666666
benjamin lecomte,Goalkeeper,Ligue 1,illness,4,33,23.5,57.0,0.5
benjamin leroy,Goalkeeper,Ligue 1,knee,2,34,11.0,16.0,0.0
benjamin mendy,Left-Back,Ligue 1,bruise,4,29,48.5,52.0,0.75
benjamin pavard,Centre-Back,Bundesliga,other,12,29,19.5,44.0,0.3333333333333333
benjamin siegrist,Goalkeeper,Serie A,other,2,33,27.5,36.0,0.5
benjamin stambouli,Defensive Midfield,Ligue 1,muscular,3,33,19.0,34.0,0.3333333333333333
bennit bröger,Right Winger,Bundesliga,knee,1,19,70.0,70.0,1.0
benno schmitz,Defensive Midfield,Bundesliga,ankle_foot,5,29,18.0,25.0,0.0
benoît badiashile,Centre-Back,Premier League,muscular,14,24,29.5,112.0,0.5
benson manuel,Right Winger,Premier League,ankle_foot,2,27,50.0,79.0,0.5
berat djimsiti,Centre-Back,Serie A,muscular,12,32,10.5,56.0,0.16666666666666666
bernardo,Centre-Back,Bundesliga,knee,3,30,44.0,98.0,1.0
bernardo silva,Attacking Midfield,Premier League,other,3,29,13.0,23.0,0.0
bernd leno,Goalkeeper,Premier League,head,1,32,17.0,17.0,0.0
bersant celina,Attacking Midfield,Ligue 1,other,1,24,124.0,124.0,1.0
bertrand traoré,Right Winger,Premier League,bruise,7,27,19.0,67.0,0.2857142857142857
beto,Forward,Serie A,knee,5,26,6.0,46.0,0.2
beñat prados,Central Midfield,La Liga,muscular,1,24,9.0,9.0,0.0
beñat turrientes,Central Midfield,La Liga,muscular,2,22,26.0,40.0,0.5
bilal nadir,Central Midfield,Ligue 1,knee,1,20,249.0,249.0,1.0
billal brahimi,Right Winger,Ligue 1,bruise,1,25,9.0,9.0,0.0
billy gilmour,Defensive Midfield,Premier League,ankle_foot,5,23,29.0,132.0,0.8
bingourou kamara,Goalkeeper,Ligue 1,knee,2,24,27.5,44.0,0.5
birger meling,Left-Back,Ligue 1,muscular,5,29,35.0,112.0,0.6
bjarki bjarkason,Left Midfield,Serie A,back,1,25,106.0,106.0,1.0
björn engels,Centre-Back,Premier League,muscular,3,26,123.0,123.0,1.0
blendi idrizi,Attacking Midfield,Bundesliga,muscular,4,25,15.0,30.0,0.25
bobby de cordova-reid,Right Winger,Premier League,ankle_foot,2,32,38.0,52.0,0.5
borja garcés,Forward,La Liga,knee,1,26,245.0,245.0,1.0
borja garcía,Attacking Midfield,La Liga,muscular,2,33,142.0,212.0,1.0
borja iglesias,Forward,La Liga,other,3,31,17.0,17.0,0.0
borja mayoral,Forward,La Liga,illness,3,27,7.0,195.0,0.3333333333333333
borna barisic,Left-Back,La Liga,bruise,2,32,4.5,6.0,0.0
borna sosa,Left-Back,Bundesliga,other,15,27,8.0,57.0,0.2
bosko sutalo,Centre-Back,Serie A,ankle_foot,7,22,12.0,33.0,0.14285714285714285
botond balogh,Centre-Back,Serie A,muscular,1,23,18.0,18.0,0.0
boubacar kamara,Defensive Midfield,Premier League,muscular,8,25,18.0,263.0,0.25
boubacar traoré,Defensive Midfield,Premier League,other,6,24,76.5,153.0,0.6666666666666666
boubakary soumaré,Defensive Midfield,La Liga,ankle_foot,1,25,12.0,12.0,0.0
boulaye dia,Forward,Serie A,ankle_foot,5,28,11.0,299.0,0.2
bouna sarr,Right-Back,Bundesliga,other,12,32,18.5,183.0,0.25
bradley barcola,Left Winger,Ligue 1,muscular,4,23,16.0,24.0,0.0
bradley locko,Left-Back,Ligue 1,ankle_foot,1,23,256.0,256.0,1.0
brahim díaz,Right Winger,Serie A,muscular,6,26,11.5,42.0,0.16666666666666666
brais méndez,Attacking Midfield,La Liga,ankle_foot,4,28,22.5,30.0,0.25
brajan gruda,Right Winger,Bundesliga,other,6,21,5.5,34.0,0.16666666666666666
bram nuytinck,Centre-Back,Serie A,knee,5,33,35.0,39.0,0.6
brandon aguilera,Central Midfield,Premier League,other,1,21,33.0,33.0,1.0
brandon soppy,Right Midfield,Serie A,muscular,9,22,36.0,64.0,0.5555555555555556
brandon williams,Left-Back,Premier League,bruise,1,20,23.0,23.0,0.0
branislav ivanovic,Right-Back,Premier League,bruise,1,37,11.0,11.0,0.0
braydon manu,Right Winger,Bundesliga,ankle_foot,3,27,48.0,110.0,1.0
breel embolo,Forward,Bundesliga,knee,7,27,27.0,232.0,0.42857142857142855
bremer,Centre-Back,Serie A,muscular,9,28,15.0,266.0,0.2222222222222222
brendan chardonnet,Centre-Back,Ligue 1,other,1,30,22.0,22.0,0.0
brenden aaronson,Attacking Midfield,Bundesliga,other,1,23,4.0,4.0,0.0
brennan johnson,Right Winger,Premier League,muscular,5,24,24.0,29.0,0.2
brenner,Forward,Serie A,muscular,1,24,159.0,159.0,1.0
brian bayeye,Right Midfield,Serie A,muscular,2,25,19.5,29.0,0.5
brian behrendt,Centre-Back,Bundesliga,muscular,1,29,34.0,34.0,1.0
brian brobbey,Forward,Bundesliga,knee,2,20,35.5,44.0,0.5
brian ocampo,Left Winger,La Liga,knee,1,24,213.0,213.0,1.0
brian rodríguez,Left Winger,La Liga,illness,2,21,10.5,13.0,0.0
brice samba,Goalkeeper,Ligue 1,ankle_foot,2,31,11.0,11.0,0.0
bright arrey-mbi,Centre-Back,Bundesliga,head,3,18,5.0,21.0,0.0
brooke norton-cuffy,Right-Back,Serie A,ankle_foot,3,21,24.0,62.0,0.3333333333333333
bruno alves,Centre-Back,Serie A,illness,2,39,20.0,23.0,0.0
bruno fernandes,Attacking Midfield,Premier League,knee,2,29,8.0,13.0,0.0
bruno gonzález,Centre-Back,La Liga,knee,2,32,48.5,86.0,0.5
bruno guimarães,Central Midfield,Premier League,ankle_foot,3,25,20.0,23.0,0.0
bruno ogbus,Centre-Back,Bundesliga,ankle_foot,1,19,192.0,192.0,1.0
bruno peres,Right-Back,Serie A,other,1,31,24.0,24.0,0.0
bryan cabezas,Left Winger,Serie A,knee,1,25,242.0,242.0,1.0
bryan cristante,Defensive Midfield,Serie A,other,9,30,10.0,52.0,0.2222222222222222
bryan gil,Left Winger,La Liga,illness,13,24,18.0,175.0,0.15384615384615385
bryan lasme,Forward,Bundesliga,knee,1,23,50.0,50.0,1.0
bryan mbeumo,Right Winger,Premier League,ankle_foot,1,24,97.0,97.0,1.0
bryan reynolds,Right-Back,Serie A,other,1,20,29.0,29.0,1.0
bryan zaragoza,Left Winger,La Liga,ankle_foot,2,24,43.0,55.0,1.0
budu zivzivadze,Forward,Bundesliga,ligament,1,31,32.0,32.0,1.0
bukayo saka,Right Winger,Premier League,muscular,7,24,8.0,99.0,0.14285714285714285
burak yılmaz,Forward,Ligue 1,other,3,36,8.0,54.0,0.3333333333333333
burgui,Left Winger,La Liga,illness,1,27,16.0,16.0,0.0
caio henrique,Left-Back,Ligue 1,ankle_foot,4,26,24.5,213.0,0.5
caleb ekuban,Forward,Serie A,muscular,7,31,25.0,38.0,0.2857142857142857
caleb okoli,Centre-Back,Serie A,ankle_foot,2,21,19.5,24.0,0.0
caleb wiley,Left-Back,Ligue 1,knee,2,20,56.0,67.0,1.0
callum hudson-odoi,Left Winger,Premier League,bruise,10,24,12.0,64.0,0.2
callum robinson,Forward,Premier League,illness,2,26,10.5,12.0,0.0
callum wilson,Forward,Premier League,muscular,15,33,36.0,130.0,0.6
calvin bassey,Centre-Back,Premier League,other,1,24,4.0,4.0,0.0
calvin ramsay,Right-Back,Premier League,knee,2,20,139.5,264.0,0.5
calvin stengs,Attacking Midfield,Ligue 1,muscular,3,24,6.0,25.0,0.0
cameron archer,Forward,Premier League,muscular,2,23,32.5,52.0,0.5
cameron carter-vickers,Centre-Back,Premier League,ankle_foot,3,24,20.0,21.0,0.0
can bozdogan,Central Midfield,Bundesliga,ankle_foot,2,20,12.5,13.0,0.0
can karatas,Right Winger,Serie A,illness,3,20,14.0,117.0,0.3333333333333333
can uzun,Attacking Midfield,Bundesliga,illness,1,19,9.0,9.0,0.0
caoimhín kelleher,Goalkeeper,Premier League,other,3,26,11.0,106.0,0.3333333333333333
carl rushworth,Goalkeeper,Premier League,ankle_foot,1,24,93.0,93.0,1.0
carl starfelt,Centre-Back,La Liga,muscular,2,30,53.5,80.0,0.5
carlens arcus,Right-Back,Ligue 1,muscular,1,29,29.0,29.0,1.0
carles aleñá,Central Midfield,La Liga,muscular,1,26,29.0,29.0,1.0
carles pérez,Right Winger,La Liga,other,12,26,12.0,19.0,0.0
carlo boukhalfa,Central Midfield,Bundesliga,muscular,3,26,13.0,94.0,0.3333333333333333
carlo pinsoglio,Goalkeeper,Serie A,illness,1,32,10.0,10.0,0.0
carlos akapo,Right-Back,La Liga,knee,1,28,58.0,58.0,1.0
carlos alcaraz,Central Midfield,Serie A,muscular,1,21,27.0,27.0,0.0
carlos augusto,Left-Back,Serie A,muscular,5,26,13.0,27.0,0.0
carlos bacca,Forward,La Liga,muscular,1,34,25.0,25.0,0.0
carlos baleba,Defensive Midfield,Premier League,muscular,1,21,8.0,8.0,0.0
carlos domínguez,Centre-Back,La Liga,muscular,1,24,13.0,13.0,0.0
carlos dotor,Central Midfield,La Liga,muscular,2,23,54.0,62.0,1.0
carlos fernández,Forward,La Liga,muscular,10,28,41.0,335.0,0.6
carlos forbs,Left Winger,Premier League,ankle_foot,1,21,8.0,8.0,0.0
carlos gruezo,Defensive Midfield,Bundesliga,other,6,28,15.5,40.0,0.16666666666666666
carlos miguel,Goalkeeper,Premier League,muscular,1,27,50.0,50.0,1.0
carlos neva,Left-Back,La Liga,illness,3,26,62.0,205.0,0.6666666666666666
carlos protesoni,Defensive Midfield,La Liga,other,4,27,20.0,30.0,0.25
carlos soler,Central Midfield,La Liga,muscular,3,25,17.0,26.0,0.0
carlos vicente,Right Winger,La Liga,other,2,25,6.5,9.0,0.0
carlos vinícius,Forward,Premier League,bruise,3,30,6.0,40.0,0.3333333333333333
carney chukwuemeka,Central Midfield,Premier League,other,21,22,5.0,84.0,0.14285714285714285
casemiro,Defensive Midfield,La Liga,illness,5,32,13.0,84.0,0.2
casper tengstedt,Forward,Serie A,ankle_foot,3,25,28.0,33.0,0.6666666666666666
castello lukeba,Centre-Back,Bundesliga,muscular,5,22,14.0,58.0,0.2
cebio soukou,Right Winger,Bundesliga,bruise,2,28,25.0,29.0,0.5
cedric gondo,Forward,Serie A,muscular,1,25,12.0,12.0,0.0
cedric itten,Forward,Bundesliga,other,1,25,65.0,65.0,1.0
cedric teuchert,Forward,Bundesliga,illness,2,25,18.0,25.0,0.0
cengiz ünder,Right Winger,Ligue 1,other,9,26,7.0,27.0,0.0
cenk tosun,Forward,Premier League,other,5,31,27.0,197.0,0.4
cenk özkacar,Centre-Back,La Liga,muscular,5,25,29.0,31.0,0.8
cesc fàbregas,Central Midfield,Ligue 1,muscular,7,35,44.0,110.0,0.7142857142857143
chadi riad,Centre-Back,Premier League,knee,2,22,213.0,303.0,1.0
chaka traorè,Left Winger,Serie A,ankle_foot,2,20,34.5,61.0,0.5
chancel mbemba,Centre-Back,Ligue 1,knee,1,29,14.0,14.0,0.0
chang-hoon kwon,Right Winger,Bundesliga,ankle_foot,4,27,31.5,66.0,0.75
charalampos lykogiannis,Left-Back,Serie A,muscular,6,32,10.0,23.0,0.0
charles abi,Forward,Ligue 1,knee,1,21,40.0,40.0,1.0
charles aránguiz,Central Midfield,Bundesliga,muscular,6,34,40.0,205.0,0.6666666666666666
charles boli,Right Winger,Ligue 1,muscular,3,23,62.0,62.0,0.6666666666666666
charles de ketelaere,Attacking Midfield,Serie A,muscular,6,24,11.0,18.0,0.0
charles traoré,Left-Back,Ligue 1,other,6,31,22.5,185.0,0.3333333333333333
charlie cresswell,Centre-Back,Premier League,head,2,20,49.5,63.0,1.0
charlie patiño,Central Midfield,Premier League,ankle_foot,1,18,22.0,22.0,0.0
charlie taylor,Left-Back,Premier League,muscular,8,32,34.0,73.0,0.625
cheick condé,Defensive Midfield,Serie A,fracture,1,25,51.0,51.0,1.0
cheick doucouré,Defensive Midfield,Premier League,ankle_foot,5,25,44.0,289.0,0.6
cheick traoré,Right-Back,Ligue 1,ankle_foot,2,26,83.5,154.0,0.5
cheikh niasse,Defensive Midfield,Serie A,muscular,1,25,21.0,21.0,0.0
cheikhou kouyaté,Defensive Midfield,Premier League,muscular,1,33,44.0,44.0,1.0
chema andrés,Defensive Midfield,La Liga,ankle_foot,1,20,16.0,16.0,0.0
cher ndour,Central Midfield,Serie A,illness,1,20,3.0,3.0,0.0
chidera ejuke,Left Winger,Bundesliga,knee,2,27,91.0,101.0,1.0
chiedozie ogbene,Right Winger,Premier League,ankle_foot,1,28,218.0,218.0,1.0
chimy ávila,Forward,La Liga,muscular,9,31,30.0,182.0,0.6666666666666666
chiquinho,Left Winger,Premier League,knee,1,23,357.0,357.0,1.0
choco lozano,Forward,La Liga,illness,1,28,16.0,16.0,0.0
chris basham,Centre-Back,Premier League,other,1,35,392.0,392.0,1.0
chris führich,Left Winger,Bundesliga,other,8,27,11.5,54.0,0.125
chris mepham,Centre-Back,Premier League,muscular,3,26,17.0,92.0,0.3333333333333333
chris richards,Centre-Back,Bundesliga,muscular,14,25,48.0,74.0,0.5714285714285714
chris smalling,Centre-Back,Serie A,muscular,12,34,24.5,152.0,0.4166666666666667
chris wood,Forward,Premier League,muscular,7,33,18.0,96.0,0.42857142857142855
chrislain matsima,Centre-Back,Ligue 1,illness,2,20,9.5,11.0,0.0
christalino atemona,Centre-Back,Bundesliga,illness,4,20,14.0,34.0,0.25
christian benteke,Forward,Premier League,ankle_foot,1,30,15.0,15.0,0.0
christian eriksen,Attacking Midfield,Premier League,other,5,33,42.0,232.0,0.6
christian fuchs,Left-Back,Premier League,muscular,1,35,57.0,57.0,1.0
christian gebauer,Right Winger,Bundesliga,muscular,1,28,27.0,27.0,0.0
christian gentner,Central Midfield,Bundesliga,muscular,4,35,23.0,30.0,0.25
christian groß,Defensive Midfield,Bundesliga,other,9,35,8.0,41.0,0.2222222222222222
christian günter,Left-Back,Bundesliga,upper_body,1,31,189.0,189.0,1.0
christian kouamé,Forward,Serie A,knee,4,27,120.5,212.0,0.75
christian mawissa,Centre-Back,Ligue 1,muscular,1,20,33.0,33.0,1.0
